foodName,proteinAmt,calorieAmt,cost
Golden Beef Bites,19,56,0.99
Tangy Fruit Protein Bar,39,176,0.99
Tangy Fruit Delight,11,113,0.99
Golden Protein Mix,26,308,0.99
Smoked Maple Crackers,12,473,0.99
Fusion Pepper Slices,15,586,0.99
Spicy Chicken Crunch,34,188,0.99
Fusion Peanut Crackers,37,77,0.99
Fusion Herb Bites,24,455,0.99
Golden Nut Blend,37,432,0.99
Fusion Beef Medley,9,547,0.99
Smoked Protein Chunks,22,353,0.99
Classic Tomato Blend,11,507,0.99
Organic Maple Strips,2,322,0.99
Sweet Garden Stew,27,67,0.99
Crispy Grain Strips,29,271,0.99
Sweet Maple Nuggets,29,258,0.99
Wholesome Tomato Medley,3,453,0.99
Sweet Vanilla Medley,14,271,0.99
Roasted Vanilla Crackers,22,398,0.99
Glazed Chili Delight,10,356,0.99
Tangy Honey Crunch,37,485,0.99
Wholesome Herb Rice,22,505,0.99
Crispy Beef Wafers,32,226,0.99
Zesty Protein Bites,35,172,0.99
Fusion Tomato Slices,35,554,0.99
Premium Protein Stew,38,187,0.99
Savory Pepper Energy Mix,17,451,0.99
Zesty Fruit Crunch,1,296,0.99
Classic Chili Soup,29,204,0.99
Herbal Maple Soup,19,404,0.99
Roasted Grain Crackers,39,84,0.99
Zesty Pepper Mix,2,92,0.99
Hearty Chicken Protein Bar,19,256,0.99
Golden Protein Soup,7,449,0.99
Spicy Beef Rice,14,172,0.99
Roasted Fruit Protein Bar,37,184,0.99
Smoked Fruit Energy Mix,40,302,0.99
Golden Grain Delight,27,62,0.99
Savory Cocoa Blend,9,194,0.99
Crispy Fruit Medley,35,203,0.99
Herbal Pepper Wafers,13,97,0.99
Smoked Veggie Chunks,31,589,0.99
Roasted Protein Medley,5,491,0.99
Zesty Protein Crumbles,24,288,0.99
Crispy Cocoa Granola,4,64,0.99
Rustic Berry Granola,5,114,0.99
Wild Protein Rice,39,392,0.99
Smoked Chicken Crunch,17,176,0.99
Organic Fruit Bites,38,277,0.99
Spicy Grain Delight,7,421,0.99
Spicy Chili Nuggets,6,399,0.99
Classic Honey Soup,26,511,0.99
Classic Garden Nuggets,10,64,0.99
Rustic Grain Stew,4,71,0.99
Hearty Grain Wafers,17,240,0.99
Herbal Fruit Energy Mix,4,524,0.99
Herbal Peanut Slices,28,76,0.99
Classic Tomato Medley,13,263,0.99
Classic Berry Granola,8,159,0.99
Classic Honey Blend,20,139,0.99
Spicy Nut Wafers,32,585,0.99
Fusion Pepper Medley,27,76,0.99
Hearty Herb Crackers,38,208,0.99
Herbal Protein Slices,22,430,0.99
Roasted Chili Rice,25,61,0.99
Zesty Nut Mix,22,143,0.99
Rustic Beef Medley,20,554,0.99
Hearty Tomato Strips,26,174,0.99
Spicy Peanut Pasta,20,218,0.99
Roasted Maple Protein Bar,20,340,0.99
Crispy Beef Soup,2,507,0.99
Premium Peanut Rice,25,445,0.99
Tangy Fruit Energy Mix,7,466,0.99
Classic Maple Crunch,13,62,0.99
Sweet Peanut Mix,10,532,0.99
Glazed Vanilla Nuggets,27,513,0.99
Sweet Grain Bites,2,299,0.99
Glazed Herb Wafers,14,300,0.99
Premium Protein Protein Bar,15,203,0.99
Wild Cocoa Delight,2,213,0.99
Fresh Maple Wafers,4,553,0.99
Crispy Oat Chunks,31,232,0.99
Spicy Tomato Crackers,15,270,0.99
Fusion Protein Mix,38,525,0.99
Organic Protein Delight,24,279,0.99
Crispy Berry Strips,14,477,0.99
Premium Maple Blend,11,212,0.99
Fusion Chicken Blend,15,281,0.99
Glazed Tomato Energy Mix,36,232,0.99
Organic Maple Medley,5,513,0.99
Roasted Fruit Stew,12,67,0.99
Wild Oat Crunch,8,451,0.99
Smoked Chicken Protein Bar,33,525,0.99
Spicy Tomato Wafers,23,410,0.99
Sweet Almond Wafers,23,229,0.99
Tangy Nut Protein Bar,40,274,0.99
Glazed Fruit Crumbles,20,459,0.99
Golden Herb Stew,4,445,0.99
Fresh Herb Granola,12,377,0.99
Savory Maple Strips,14,589,0.99
Fusion Veggie Delight,16,502,0.99
Savory Tomato Energy Mix,34,202,0.99
Classic Nut Chunks,17,292,0.99
Roasted Maple Protein Bar,3,427,0.99
Roasted Maple Protein Bar,4,79,0.99
Organic Berry Medley,1,433,0.99
Roasted Cocoa Strips,21,58,0.99
Wild Oat Delight,28,588,0.99
Tangy Pepper Pasta,22,392,0.99
Crispy Nut Medley,7,483,0.99
Sweet Tomato Nuggets,39,335,0.99
Tangy Tomato Soup,1,525,0.99
Premium Chili Rice,20,327,0.99
Savory Nut Chunks,6,459,0.99
Golden Beef Protein Bar,26,353,0.99
Sweet Tomato Mix,23,500,0.99
Glazed Vanilla Blend,6,508,0.99
Organic Fruit Bites,31,509,0.99
Wholesome Garden Granola,7,407,0.99
Zesty Maple Nuggets,9,353,0.99
Organic Fruit Crumbles,4,179,0.99
Classic Nut Pasta,9,141,0.99
Hearty Chili Medley,17,596,0.99
Classic Chili Wafers,5,524,0.99
Crispy Chili Medley,35,258,0.99
Hearty Protein Slices,21,169,0.99
Classic Cocoa Strips,33,306,0.99
Hearty Veggie Nuggets,26,133,0.99
Rustic Beef Bites,1,521,0.99
Classic Tomato Mix,18,310,0.99
Crispy Nut Chunks,13,469,0.99
Classic Almond Energy Mix,4,233,0.99
Rustic Protein Chunks,14,447,0.99
Fresh Chili Medley,37,71,0.99
Fusion Herb Soup,4,508,0.99
Fresh Maple Crunch,18,591,0.99
Smoked Chili Energy Mix,14,496,0.99
Glazed Veggie Crunch,14,322,0.99
Tangy Almond Chunks,9,242,0.99
Glazed Fruit Soup,25,207,0.99
Glazed Chili Nuggets,13,174,0.99
Premium Vanilla Energy Mix,39,197,0.99
Golden Maple Delight,40,317,0.99
Savory Peanut Strips,11,371,0.99
Herbal Garden Mix,34,312,0.99
Fusion Veggie Delight,1,574,0.99
Spicy Grain Wafers,39,381,0.99
Herbal Herb Crumbles,4,67,0.99
Classic Almond Crunch,19,433,0.99
Smoked Tomato Mix,18,176,0.99
Sweet Tomato Slices,19,539,0.99
Organic Vanilla Medley,21,412,0.99
Herbal Beef Strips,32,174,0.99
Rustic Tomato Rice,18,456,0.99
Glazed Veggie Nuggets,24,465,0.99
Sweet Tomato Rice,21,409,0.99
Golden Tomato Mix,40,77,0.99
Wild Almond Nuggets,2,452,0.99
Fusion Berry Protein Bar,15,249,0.99
Premium Nut Rice,17,199,0.99
Crispy Fruit Crumbles,33,359,0.99
Crispy Protein Pasta,17,83,0.99
Rustic Maple Bites,10,289,0.99
Tangy Veggie Mix,38,294,0.99
Spicy Vanilla Delight,18,246,0.99
Classic Fruit Wafers,23,488,0.99
Hearty Maple Medley,5,277,0.99
Savory Grain Bites,13,347,0.99
Premium Maple Stew,34,451,0.99
Spicy Almond Mix,35,400,0.99
Spicy Oat Rice,13,345,0.99
Wild Pepper Granola,11,167,0.99
Roasted Nut Energy Mix,40,105,0.99
Sweet Herb Granola,7,269,0.99
Golden Garden Stew,12,439,0.99
Rustic Almond Nuggets,11,314,0.99
Classic Oat Chunks,23,361,0.99
Savory Beef Delight,16,223,0.99
Fusion Chicken Rice,2,424,0.99
Wild Nut Delight,24,590,0.99
Spicy Veggie Wafers,11,561,0.99
Hearty Herb Mix,16,259,0.99
Glazed Chili Delight,4,128,0.99
Fresh Chicken Slices,37,260,0.99
Savory Beef Crunch,30,473,0.99
Smoked Beef Slices,11,245,0.99
Rustic Fruit Medley,4,134,0.99
Glazed Veggie Granola,25,77,0.99
Hearty Herb Stew,38,314,0.99
Golden Veggie Crackers,32,438,0.99
Organic Pepper Crackers,39,222,0.99
Roasted Beef Strips,40,225,0.99
Fusion Berry Medley,33,443,0.99
Roasted Beef Mix,12,284,0.99
Smoked Nut Pasta,26,431,0.99
Classic Veggie Protein Bar,29,79,0.99
Premium Oat Bites,1,184,0.99
Spicy Berry Granola,26,180,0.99
Organic Nut Protein Bar,14,353,0.99
Roasted Honey Stew,26,533,0.99
Organic Pepper Crumbles,29,284,0.99
Hearty Honey Slices,31,90,0.99
Fresh Berry Strips,32,493,0.99
Glazed Oat Soup,30,158,0.99
Classic Cocoa Crackers,8,137,0.99
Rustic Maple Crackers,5,221,0.99
Tangy Protein Soup,19,440,0.99
Fusion Chicken Strips,26,571,0.99
Hearty Almond Blend,39,214,0.99
Fresh Protein Blend,11,343,0.99
Organic Grain Chunks,17,286,0.99
Savory Peanut Crackers,17,242,0.99
Wholesome Beef Crunch,19,484,0.99
Smoked Cocoa Chunks,34,66,0.99
Sweet Maple Strips,20,316,0.99
Rustic Cocoa Rice,6,554,0.99
Classic Honey Nuggets,37,352,0.99
Sweet Almond Crackers,16,282,0.99
Glazed Nut Soup,1,298,0.99
Rustic Garden Blend,18,265,0.99
Roasted Protein Soup,4,78,0.99
Premium Chicken Rice,7,368,0.99
Wild Herb Medley,21,255,0.99
Tangy Chicken Medley,17,56,0.99
Rustic Protein Wafers,17,321,0.99
Golden Almond Crackers,11,102,0.99
Tangy Peanut Strips,39,87,0.99
Organic Pepper Soup,25,541,0.99
Organic Fruit Protein Bar,10,100,0.99
Fresh Chili Pasta,27,420,0.99
Herbal Veggie Stew,35,124,0.99
Hearty Beef Pasta,25,272,0.99
Crispy Peanut Stew,15,81,0.99
Crispy Garden Wafers,22,201,0.99
Wholesome Protein Pasta,35,347,0.99
Hearty Chili Protein Bar,39,451,0.99
Tangy Herb Medley,23,116,0.99
Glazed Nut Slices,32,95,0.99
Organic Herb Wafers,8,215,0.99
Wild Herb Medley,17,172,0.99
Sweet Almond Bites,16,312,0.99
Roasted Tomato Energy Mix,31,376,0.99
Savory Beef Wafers,13,289,0.99
Glazed Berry Crackers,39,470,0.99
Fusion Garden Mix,22,288,0.99
Wild Veggie Crumbles,8,499,0.99
Tangy Garden Bites,35,544,0.99
Premium Vanilla Crackers,32,488,0.99
Classic Herb Energy Mix,31,309,0.99
Fusion Honey Bites,7,560,0.99
Fresh Vanilla Medley,3,519,0.99
Premium Almond Soup,27,417,0.99
Savory Grain Strips,31,139,0.99
Classic Berry Mix,11,456,0.99
Rustic Vanilla Wafers,24,474,0.99
Rustic Peanut Soup,24,228,0.99
Wholesome Pepper Protein Bar,9,474,0.99
Premium Garden Soup,10,304,0.99
Herbal Pepper Energy Mix,33,416,0.99
Sweet Protein Wafers,9,100,0.99
Wholesome Berry Bites,24,148,0.99
Zesty Almond Mix,39,490,0.99
Fresh Honey Crunch,36,479,0.99
Fresh Peanut Protein Bar,18,116,0.99
Classic Veggie Slices,5,56,0.99
Smoked Chili Wafers,9,574,0.99
Tangy Chicken Soup,11,463,0.99
Glazed Fruit Delight,3,211,0.99
Spicy Cocoa Wafers,15,597,0.99
Zesty Vanilla Bites,7,586,0.99
Herbal Berry Blend,16,278,0.99
Zesty Herb Wafers,35,200,0.99
Roasted Nut Soup,33,79,0.99
Organic Almond Soup,16,597,0.99
Zesty Tomato Stew,26,367,0.99
Zesty Tomato Slices,1,301,0.99
Sweet Pepper Slices,12,166,0.99
Wild Almond Stew,36,520,0.99
Wholesome Tomato Protein Bar,17,198,0.99
Classic Almond Blend,32,560,0.99
Savory Chili Delight,17,515,0.99
Savory Fruit Protein Bar,13,103,0.99
Savory Cocoa Pasta,38,392,0.99
Rustic Berry Crackers,5,445,0.99
Smoked Chicken Crackers,20,341,0.99
Spicy Fruit Rice,37,140,0.99
Hearty Fruit Energy Mix,21,86,0.99
Spicy Nut Energy Mix,27,362,0.99
Sweet Cocoa Stew,16,265,0.99
Savory Grain Rice,34,588,0.99
Fusion Herb Mix,36,480,0.99
Smoked Pepper Granola,19,265,0.99
Spicy Fruit Stew,39,150,0.99
Zesty Veggie Slices,3,273,0.99
Classic Veggie Rice,15,492,0.99
Fusion Nut Stew,34,432,0.99
Glazed Tomato Pasta,30,348,0.99
Roasted Beef Crumbles,10,178,0.99
Smoked Fruit Bites,1,325,0.99
Tangy Tomato Crackers,12,72,0.99
Rustic Honey Strips,18,321,0.99
Golden Almond Energy Mix,18,455,0.99
Tangy Honey Wafers,39,578,0.99
Spicy Oat Mix,23,527,0.99
Rustic Chicken Crunch,15,192,0.99
Wild Garden Medley,2,176,0.99
Classic Berry Soup,39,277,0.99
Herbal Chili Slices,39,163,0.99
Organic Berry Energy Mix,15,392,0.99
Rustic Berry Energy Mix,31,492,0.99
Hearty Chili Slices,11,561,0.99
Fresh Tomato Pasta,39,529,0.99
Glazed Almond Wafers,38,167,0.99
Fusion Nut Strips,22,301,0.99
Zesty Cocoa Strips,4,215,0.99
Smoked Peanut Crumbles,33,60,0.99
Hearty Nut Strips,30,210,0.99
Zesty Herb Chunks,40,560,0.99
Glazed Almond Bites,13,66,0.99
Smoked Berry Granola,35,243,0.99
Wholesome Protein Protein Bar,5,451,0.99
Organic Chicken Nuggets,6,116,0.99
Golden Fruit Pasta,15,499,0.99
Classic Maple Mix,27,123,0.99
Fresh Pepper Medley,19,138,0.99
Classic Veggie Medley,37,53,0.99
Fusion Protein Crunch,10,468,0.99
Fusion Nut Crunch,39,483,0.99
Savory Oat Crackers,14,391,0.99
Golden Tomato Crumbles,4,186,0.99
Glazed Garden Strips,32,384,0.99
Zesty Pepper Slices,24,340,0.99
Wholesome Peanut Pasta,26,557,0.99
Roasted Protein Strips,36,239,0.99
Wholesome Cocoa Crackers,21,134,0.99
Roasted Garden Bites,26,437,0.99
Tangy Grain Bites,18,126,0.99
Roasted Almond Delight,2,376,0.99
Sweet Herb Pasta,36,374,0.99
Organic Garden Blend,4,499,0.99
Savory Chili Granola,40,488,0.99
Wild Cocoa Crunch,28,437,0.99
Tangy Fruit Chunks,33,219,0.99
Savory Chili Crumbles,7,87,0.99
Hearty Berry Chunks,9,507,0.99
Classic Chicken Strips,13,336,0.99
Classic Vanilla Nuggets,20,138,0.99
Wholesome Berry Mix,21,365,0.99
Premium Cocoa Chunks,20,462,0.99
Savory Chili Medley,23,239,0.99
Wild Protein Energy Mix,32,449,0.99
Golden Maple Granola,5,522,0.99
Fresh Chicken Crumbles,12,264,0.99
Wholesome Garden Delight,20,407,0.99
Fresh Veggie Rice,6,183,0.99
Crispy Berry Soup,26,193,0.99
Smoked Oat Soup,4,139,0.99
Herbal Protein Strips,39,383,0.99
Fusion Berry Crunch,23,50,0.99
Classic Berry Mix,35,595,0.99
Crispy Almond Rice,2,140,0.99
Glazed Berry Crackers,39,262,0.99
Roasted Maple Soup,29,87,0.99
Herbal Honey Nuggets,11,374,0.99
Fresh Oat Soup,19,277,0.99
Organic Oat Stew,31,144,0.99
Wholesome Chicken Granola,31,336,0.99
Wild Garden Rice,4,334,0.99
Premium Berry Rice,7,571,0.99
Wholesome Tomato Stew,2,261,0.99
Organic Herb Stew,4,143,0.99
Wild Beef Stew,17,286,0.99
Sweet Grain Chunks,27,280,0.99
Tangy Peanut Energy Mix,15,284,0.99
Savory Honey Slices,21,142,0.99
Organic Nut Slices,33,526,0.99
Smoked Tomato Delight,30,269,0.99
Tangy Honey Blend,1,519,0.99
Fresh Maple Wafers,30,546,0.99
Crispy Protein Protein Bar,32,585,0.99
Wild Maple Energy Mix,38,460,0.99
Premium Grain Protein Bar,32,522,0.99
Crispy Cocoa Protein Bar,8,506,0.99
Smoked Chili Slices,1,364,0.99
Golden Tomato Soup,14,264,0.99
Spicy Maple Stew,6,407,0.99
Fusion Oat Strips,14,156,0.99
Spicy Cocoa Crunch,40,461,0.99
Spicy Fruit Pasta,11,469,0.99
Smoked Honey Rice,36,583,0.99
Organic Grain Crunch,40,112,0.99
Spicy Berry Energy Mix,24,264,0.99
Hearty Tomato Crackers,21,511,0.99
Spicy Honey Rice,34,531,0.99
Wholesome Beef Mix,35,570,0.99
Zesty Peanut Stew,23,513,0.99
Hearty Oat Granola,4,358,0.99
Wild Veggie Crackers,22,378,0.99
Spicy Maple Crunch,22,221,0.99
Wild Berry Strips,35,404,0.99
Herbal Nut Granola,26,380,0.99
Roasted Maple Strips,1,127,0.99
Classic Beef Crunch,24,414,0.99
Smoked Oat Energy Mix,8,242,0.99
Herbal Almond Crackers,29,171,0.99
Herbal Protein Mix,18,456,0.99
Fresh Pepper Nuggets,40,379,0.99
Organic Vanilla Rice,27,408,0.99
Roasted Beef Energy Mix,2,304,0.99
Hearty Herb Granola,17,575,0.99
Organic Cocoa Crunch,30,461,0.99
Classic Grain Energy Mix,30,372,0.99
Zesty Veggie Chunks,31,73,0.99
Savory Almond Chunks,19,100,0.99
Sweet Tomato Energy Mix,11,433,0.99
Wild Herb Crunch,19,535,0.99
Roasted Fruit Mix,20,99,0.99
Classic Herb Medley,15,463,0.99
Fusion Chili Crumbles,40,296,0.99
Fusion Fruit Pasta,15,467,0.99
Fresh Pepper Blend,19,340,0.99
Crispy Fruit Nuggets,28,170,0.99
Smoked Fruit Pasta,6,82,0.99
Wild Herb Crunch,8,120,0.99
Smoked Fruit Energy Mix,11,267,0.99
Wild Herb Crumbles,22,320,0.99
Glazed Fruit Stew,34,469,0.99
Golden Maple Delight,35,555,0.99
Zesty Vanilla Nuggets,8,53,0.99
Herbal Berry Chunks,36,326,0.99
Wholesome Tomato Blend,39,61,0.99
Premium Oat Energy Mix,31,458,0.99
Wild Protein Protein Bar,40,506,0.99
Zesty Fruit Crunch,21,260,0.99
Wholesome Tomato Strips,20,362,0.99
Sweet Oat Mix,24,317,0.99
Wild Oat Chunks,14,208,0.99
Glazed Tomato Stew,39,562,0.99
Tangy Pepper Pasta,30,548,0.99
Roasted Fruit Blend,32,409,0.99
Classic Oat Strips,26,597,0.99
Hearty Garden Granola,14,417,0.99
Hearty Oat Energy Mix,31,337,0.99
Wild Pepper Granola,35,447,0.99
Roasted Honey Chunks,17,127,0.99
Golden Maple Granola,18,108,0.99
Golden Beef Slices,21,507,0.99
Smoked Peanut Granola,38,208,0.99
Crispy Nut Protein Bar,9,474,0.99
Fresh Chili Pasta,8,346,0.99
Wild Cocoa Energy Mix,10,202,0.99
Wild Peanut Granola,37,569,0.99
Herbal Garden Rice,40,285,0.99
Rustic Peanut Granola,4,576,0.99
Tangy Garden Protein Bar,1,210,0.99
Smoked Tomato Strips,8,62,0.99
Rustic Peanut Granola,15,376,0.99
Tangy Chicken Bites,35,588,0.99
Glazed Fruit Nuggets,30,319,0.99
Crispy Garden Protein Bar,5,315,0.99
Wholesome Chicken Blend,20,473,0.99
Herbal Grain Delight,21,210,0.99
Golden Protein Crackers,32,226,0.99
Sweet Garden Bites,17,256,0.99
Roasted Maple Protein Bar,1,514,0.99
Spicy Protein Nuggets,31,412,0.99
Crispy Honey Protein Bar,8,374,0.99
Organic Pepper Crumbles,12,226,0.99
Fresh Tomato Bites,33,247,0.99
Spicy Cocoa Medley,26,568,0.99
Crispy Protein Rice,4,317,0.99
Savory Almond Blend,8,54,0.99
Premium Garden Mix,38,323,0.99
Sweet Honey Blend,27,599,0.99
Golden Tomato Pasta,6,494,0.99
Wholesome Chili Nuggets,20,528,0.99
Glazed Oat Delight,36,129,0.99
Premium Vanilla Energy Mix,33,387,0.99
Organic Nut Soup,11,178,0.99
Tangy Pepper Strips,18,405,0.99
Fusion Veggie Mix,35,555,0.99
Savory Nut Crackers,30,88,0.99
Savory Vanilla Delight,18,195,0.99
Roasted Pepper Chunks,20,403,0.99
Golden Almond Bites,30,370,0.99
Hearty Almond Protein Bar,2,214,0.99
Classic Berry Protein Bar,37,264,0.99
Spicy Protein Bites,18,428,0.99
Tangy Beef Crackers,37,285,0.99
Spicy Chicken Stew,11,214,0.99
Classic Veggie Delight,32,60,0.99
Savory Almond Energy Mix,36,201,0.99
Hearty Maple Slices,5,292,0.99
Crispy Honey Wafers,39,391,0.99
Glazed Garden Crumbles,34,51,0.99
Organic Garden Delight,26,588,0.99
Sweet Protein Crackers,29,525,0.99
Sweet Oat Wafers,11,207,0.99
Sweet Berry Mix,20,162,0.99
Wild Pepper Bites,30,456,0.99
Fusion Herb Granola,7,158,0.99
Spicy Cocoa Rice,5,238,0.99
Spicy Fruit Stew,26,75,0.99
Fusion Grain Medley,40,465,0.99
Crispy Pepper Strips,12,408,0.99
Wholesome Cocoa Rice,6,242,0.99
Fusion Tomato Crackers,3,352,0.99
Rustic Nut Medley,1,360,0.99
Zesty Honey Crunch,1,234,0.99
Premium Chicken Blend,22,546,0.99
Roasted Chili Slices,14,278,0.99
Herbal Protein Granola,21,185,0.99
Crispy Cocoa Pasta,30,498,0.99
Rustic Cocoa Stew,1,487,0.99
Rustic Protein Crumbles,38,256,0.99
Classic Almond Granola,14,441,0.99
Sweet Almond Nuggets,34,587,0.99
Glazed Grain Pasta,11,248,0.99
Savory Chili Crumbles,26,247,0.99
Wholesome Chicken Stew,23,268,0.99
Smoked Protein Pasta,30,390,0.99
Rustic Beef Granola,25,352,0.99
Fresh Nut Crunch,8,501,0.99
Golden Grain Protein Bar,39,518,0.99
Zesty Almond Chunks,36,203,0.99
Wholesome Oat Crunch,17,111,0.99
Golden Honey Stew,7,63,0.99
Fresh Vanilla Mix,11,177,0.99
Spicy Garden Delight,10,148,0.99
Herbal Nut Delight,29,307,0.99
Hearty Berry Pasta,19,340,0.99
Hearty Peanut Crumbles,36,239,0.99
Glazed Fruit Granola,38,551,0.99
Fresh Chicken Pasta,6,159,0.99
Fresh Grain Blend,11,77,0.99
Wild Cocoa Rice,32,519,0.99
Hearty Cocoa Crackers,12,527,0.99
Hearty Tomato Blend,7,533,0.99
Organic Vanilla Chunks,22,522,0.99
Organic Fruit Strips,27,168,0.99
Tangy Almond Crumbles,29,520,0.99
Smoked Herb Stew,18,399,0.99
Rustic Cocoa Pasta,35,376,0.99
Crispy Grain Rice,6,308,0.99
Tangy Chicken Pasta,34,250,0.99
Herbal Protein Energy Mix,14,419,0.99
Fusion Herb Stew,10,234,0.99
Fresh Herb Crumbles,12,584,0.99
Roasted Chicken Protein Bar,5,256,0.99
Crispy Cocoa Crunch,24,395,0.99
Golden Honey Crackers,4,270,0.99
Wild Vanilla Nuggets,24,258,0.99
Premium Cocoa Mix,4,531,0.99
Roasted Grain Soup,22,370,0.99
Savory Maple Soup,18,429,0.99
Savory Almond Stew,10,521,0.99
Herbal Protein Mix,26,232,0.99
Fusion Cocoa Bites,39,95,0.99
Roasted Honey Crackers,32,320,0.99
Rustic Fruit Crumbles,34,205,0.99
Glazed Beef Mix,31,323,0.99
Crispy Oat Mix,12,594,0.99
Sweet Vanilla Energy Mix,10,55,0.99
Fresh Berry Pasta,5,381,0.99
Fresh Fruit Energy Mix,17,517,0.99
Roasted Honey Pasta,19,133,0.99
Wild Fruit Crunch,23,154,0.99
Hearty Protein Delight,22,440,0.99
Fusion Berry Nuggets,39,349,0.99
Zesty Veggie Crunch,17,474,0.99
Crispy Almond Slices,28,301,0.99
Wild Protein Crackers,28,376,0.99
Crispy Fruit Wafers,15,360,0.99
Sweet Protein Pasta,26,383,0.99
Zesty Veggie Strips,14,481,0.99
Tangy Veggie Slices,10,112,0.99
Fresh Almond Soup,27,291,0.99
Fresh Maple Soup,11,424,0.99
Fresh Honey Mix,23,557,0.99
Tangy Berry Rice,35,91,0.99
Tangy Grain Slices,39,234,0.99
Tangy Veggie Mix,2,133,0.99
Roasted Honey Rice,26,333,0.99
Wholesome Almond Soup,18,286,0.99
Glazed Cocoa Soup,29,513,0.99
Glazed Beef Wafers,12,184,0.99
Organic Cocoa Strips,24,94,0.99
Fresh Berry Stew,1,389,0.99
Golden Peanut Strips,29,289,0.99
Rustic Vanilla Bites,7,109,0.99
Rustic Tomato Stew,22,273,0.99
Organic Beef Wafers,19,206,0.99
Rustic Vanilla Pasta,31,390,0.99
Roasted Nut Wafers,23,308,0.99
Wholesome Peanut Medley,37,192,0.99
Herbal Garden Crackers,20,101,0.99
Smoked Almond Wafers,36,378,0.99
Spicy Beef Mix,10,390,0.99
Sweet Honey Mix,24,229,0.99
Fusion Peanut Bites,11,100,0.99
Wholesome Vanilla Granola,25,299,0.99
Premium Chili Chunks,6,450,0.99
Golden Oat Nuggets,4,263,0.99
Fusion Cocoa Bites,8,179,0.99
Smoked Nut Nuggets,8,461,0.99
Wholesome Almond Wafers,20,202,0.99
Roasted Grain Wafers,32,494,0.99
Spicy Protein Protein Bar,3,94,0.99
Crispy Maple Strips,36,241,0.99
Savory Protein Delight,36,251,0.99
Glazed Chicken Crunch,8,467,0.99
Sweet Peanut Blend,18,394,0.99
Wholesome Garden Wafers,39,134,0.99
Roasted Berry Protein Bar,33,167,0.99
Sweet Berry Strips,33,168,0.99
Glazed Pepper Strips,29,411,0.99
Roasted Garden Nuggets,17,543,0.99
Wild Almond Granola,2,508,0.99
Glazed Nut Chunks,24,577,0.99
Wild Protein Chunks,37,545,0.99
Herbal Berry Bites,27,133,0.99
Classic Honey Pasta,38,119,0.99
Rustic Fruit Energy Mix,32,129,0.99
Tangy Garden Medley,15,246,0.99
Hearty Veggie Granola,5,385,0.99
Tangy Oat Chunks,37,287,0.99
Glazed Berry Soup,1,347,0.99
Fusion Honey Chunks,20,302,0.99
Crispy Maple Crackers,2,53,0.99
Wholesome Almond Energy Mix,37,316,0.99
Premium Garden Medley,8,397,0.99
Wholesome Pepper Wafers,19,365,0.99
Organic Almond Chunks,13,520,0.99
Sweet Herb Mix,38,272,0.99
Spicy Vanilla Stew,29,298,0.99
Organic Beef Rice,17,305,0.99
Tangy Peanut Crunch,2,199,0.99
Organic Garden Mix,3,167,0.99
Fusion Nut Crunch,6,307,0.99
Classic Protein Bites,9,448,0.99
Premium Beef Pasta,33,409,0.99
Glazed Maple Medley,23,360,0.99
Glazed Oat Soup,7,539,0.99
Glazed Veggie Crackers,37,586,0.99
Spicy Tomato Pasta,32,79,0.99
Glazed Honey Crunch,24,295,0.99
Zesty Grain Wafers,2,365,0.99
Herbal Peanut Blend,6,576,0.99
Savory Chili Protein Bar,30,397,0.99
Roasted Maple Chunks,28,388,0.99
Herbal Tomato Strips,18,105,0.99
Premium Maple Nuggets,27,504,0.99
Smoked Tomato Crunch,35,596,0.99
Glazed Beef Mix,34,551,0.99
Wild Chicken Energy Mix,6,151,0.99
Smoked Chili Strips,32,496,0.99
Roasted Pepper Rice,30,329,0.99
Zesty Protein Chunks,37,77,0.99
